Timestamp,Load_Weight (kg),Motor_Temperature (°C),Vibration_Level (mm/s),Operating_Hours,Error_Code,Vibration_MA,Temp_MA,Vibration_Change,Temp_Change,Cumulative_Hours,Vibration_Std,Temp_Std,Failure_Probability
2024-02-01 00:00:00,3019.76,56.08,0.71,2063.6,0,0.71,56.08,,,2063.6,,,0.3886194432411144
2024-02-01 00:05:00,3942.66,58.12,1.66,4358.6,0,1.185,57.099999999999994,0.95,2.039999999999999,6422.200000000001,0.67175144212722,1.4424978336205587,0.5654907895740211
2024-02-01 00:10:00,3528.53,49.38,1.36,3385.5,0,1.2433333333333334,54.526666666666664,-0.2999999999999998,-8.739999999999995,9807.7,0.48562674281111545,4.572366272875927,0.46371647157829865
2024-02-01 00:15:00,4702.8,77.61,0.37,628.1,0,1.025,60.2975,-0.9900000000000001,28.229999999999997,10435.800000000001,0.5898304841223452,12.13044757349593,0.3996966685183687
2024-02-01 00:20:00,3945.19,31.15,3.53,3763.1,0,1.526,54.467999999999996,3.1599999999999997,-46.46,14198.900000000001,1.2312310912253637,16.74145065399053,0.5713898500707224
2024-02-01 00:25:00,712.19,36.61,4.52,3673.6,0,2.025,51.49166666666667,0.9899999999999998,5.460000000000001,17872.5,1.6452203499835514,16.6544977908872,0.6712790701275789
2024-02-01 00:30:00,4167.75,87.01,2.7,2145.3,1,2.1214285714285714,56.56571428571429,-1.8199999999999994,50.400000000000006,20017.8,1.5233890789008186,20.28214227437761,0.6885695164043922
2024-02-01 00:35:00,4752.44,42.45,4.95,100.6,1,2.475,54.80125,2.25,-44.56,20118.399999999998,1.7289550931952262,19.42950071963471,0.5887117929255452
2024-02-01 00:40:00,3779.32,62.38,3.21,1351.3,0,2.5566666666666666,55.64333333333334,-1.7400000000000002,19.93,21469.699999999997,1.6357414221080295,18.34936647407752,0.588129414972354
2024-02-01 00:45:00,1276.92,31.25,1.36,4937.7,0,2.4370000000000003,53.20399999999999,-1.8499999999999999,-31.130000000000003,26407.399999999998,1.5879410148574997,18.941797521178746,0.44522022333854794
2024-02-01 00:50:00,2335.56,40.57,0.26,398.1,0,2.392,51.653,-1.1,9.32,26805.499999999996,1.6475759972355346,19.311527386511923,0.21705578489080227
2024-02-01 00:55:00,1658.0,78.57,2.3,4616.8,0,2.456,53.698,2.04,37.99999999999999,31422.299999999996,1.6282997267088144,21.074730418731868,0.7179181914870771
2024-02-01 01:00:00,4095.71,71.36,0.85,2765.3,0,2.4050000000000002,55.896,-1.4499999999999997,-7.209999999999994,34187.6,1.6737930975282855,21.710948185445773,0.4958072236346505
2024-02-01 01:05:00,3791.41,78.1,1.46,2995.6,0,2.514,55.94500000000001,0.61,6.739999999999995,37183.2,1.5580343741750728,21.765883727623933,0.5837784764498704
2024-02-01 01:10:00,3524.5,37.8,0.68,3159.4,0,2.229,56.61,-0.7799999999999999,-40.3,40342.6,1.611289683590274,21.012721014767326,0.34879972398318093
2024-02-01 01:15:00,1267.99,70.04,4.2,4994.1,0,2.197,59.952999999999996,3.52,32.24000000000001,45336.7,1.5631950898364828,20.11748385526049,0.847095471266345
2024-02-01 01:20:00,2271.18,57.76,2.47,1487.2,0,2.1740000000000004,57.028,-1.73,-12.280000000000008,46823.899999999994,1.5566502497349881,17.731297376860685,0.513830017352711
2024-02-01 01:25:00,3446.38,63.57,2.43,3601.4,0,1.922,59.14,-0.040000000000000036,5.810000000000002,50425.299999999996,1.226229994739976,17.04655194851244,0.6210264918848782
2024-02-01 01:30:00,1101.93,66.87,1.97,3673.9,0,1.798,59.589,-0.4600000000000002,3.3000000000000043,54099.2,1.1412644060183628,17.19981811919339,0.6017949043669049
2024-02-01 01:35:00,2200.35,49.8,0.92,3603.1,0,1.754,61.443999999999996,-1.0499999999999998,-17.070000000000007,57702.299999999996,1.1681913846245884,14.609049858829891,0.4390876938493474
2024-02-01 01:40:00,1860.12,37.03,1.42,2915.3,0,1.8700000000000003,61.089999999999996,0.4999999999999999,-12.769999999999996,60617.6,1.0555146190892444,15.201920200348958,0.39481273089616775
2024-02-01 01:45:00,3787.59,75.42,2.11,399.4,0,1.8510000000000002,60.775,0.69,38.39,61017.0,1.0486017144538518,14.827495667771336,0.5200138876487385
2024-02-01 01:50:00,1846.7,39.87,3.16,2999.1,0,2.082,57.626,1.0500000000000003,-35.550000000000004,64016.1,1.05798340671718,15.650723944917056,0.5499884898287364
2024-02-01 01:55:00,2862.77,84.33,0.92,1411.3,0,2.028,58.249,-2.24,44.46,65427.4,1.1059515761953098,16.64847036684018,0.5048959072424459
2024-02-01 02:00:00,3300.49,45.4,0.76,2704.7,0,2.0360000000000005,59.009,-0.16000000000000003,-38.93,68132.1,1.0953558528827267,15.761074730698624,0.37079252771533244
2024-02-01 02:05:00,1588.91,40.42,2.15,512.6,0,1.831,56.047000000000004,1.39,-4.979999999999997,68644.70000000001,0.796386980193815,16.23383575540092,0.3721692273491584
2024-02-01 02:10:00,940.84,58.78,3.02,670.4,0,1.886,56.149,0.8700000000000001,18.36,69315.1,0.8617321058323311,16.248992071305018,0.5296905475134441
2024-02-01 02:15:00,1310.53,78.16,3.87,4590.5,0,2.0300000000000002,57.60799999999999,0.8500000000000001,19.379999999999995,73905.6,1.0601991427190571,17.589118353244558,0.8406437246915369
2024-02-01 02:20:00,3472.14,59.89,0.39,2462.8,0,1.8719999999999999,56.910000000000004,-3.48,-18.269999999999996,76368.40000000001,1.1809864050398255,17.317122547736773,0.3959232970105559
2024-02-01 02:25:00,2097.41,80.41,2.7,293.6,0,2.05,59.971000000000004,2.31,20.519999999999996,76662.00000000001,1.155422000829135,18.579993092930184,0.5851619606111059
2024-02-01 02:30:00,2290.82,52.77,0.69,2256.9,0,1.9769999999999999,61.544999999999995,-2.0100000000000002,-27.639999999999993,78918.90000000001,1.2208562568951355,17.02199704304208,0.3800390066728351
2024-02-01 02:35:00,2586.54,45.26,3.96,4431.8,0,2.162,58.528999999999996,3.27,-7.510000000000005,83350.70000000001,1.3738332423470392,16.96224071283037,0.6952569998201641
